Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Кабельный фасад - Синий пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Коричневый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Бирюзовый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Серый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Зелёный пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Голубой пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Светло-серый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Лаймовый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Сиреневый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Оранжевый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Розовый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Фиолетовый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Красный пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Белый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Жёлтый пенобетон
appliedenergistics2:facade:0, Кабельный фасад - Огнеупорные кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Блок глаза
appliedenergistics2:facade:0, Кабельный фасад - Мох нижнего мира
appliedenergistics2:facade:0, Кабельный фасад - Кора сталагната
appliedenergistics2:facade:0, Кабельный фасад - Сталагнатовые доски
appliedenergistics2:facade:0, Кабельный фасад - Тростниковый блок
appliedenergistics2:facade:0, Кабельный фасад - Мицелий нижнего мира
appliedenergistics2:facade:0, Кабельный фасад - Цинцинназитовая руда
appliedenergistics2:facade:0, Кабельный фасад - Цинцинназитовый блок
appliedenergistics2:facade:0, Кабельный фасад - Сплавленный цинцинназитовый блок
appliedenergistics2:facade:0, Кабельный фасад - Цинцинназитовая колонна
appliedenergistics2:facade:0, Кабельный фасад - Цинцинназитовые кирпичи
appliedenergistics2:facade:0, Кабельный фасад - Цинцинназитовая кирпичная плита
appliedenergistics2:facade:0, Кабельный фасад - Цинцинназитовый фонарь
appliedenergistics2:facade:0, Кабельный фасад - Большая цинцинназитовая плитка
appliedenergistics2:facade:0, Кабельный фасад - Маленькая цинцинназитовая плитка
appliedenergistics2:facade:0, Кабельный фасад - Резной цинцинназит
appliedenergistics2:facade:0, Кабельный фасад - Большая плитка из кирпича нижнего мира
appliedenergistics2:facade:0, Кабельный фасад - Маленькая плитка из кирпича нижнего мира
appliedenergistics2:facade:0, Кабельный фасад - Костный блок
appliedenergistics2:facade:0, Кабельный фасад - Колонна из цинцинназитового кирпича
appliedenergistics2:facade:0, Кабельный фасад - Костяная плитка
appliedenergistics2:facade:0, Кабельный фасад - Спектральный Мох
appliedenergistics2:facade:0, Кабельный фасад - Глинистая Земля
appliedenergistics2:facade:0, Кабельный фасад - Белый Песок
appliedenergistics2:facade:0, Кабельный фасад - Белый Песчаник
appliedenergistics2:facade:0, Кабельный фасад - Сухой Песок
appliedenergistics2:facade:0, Кабельный фасад - Затвердевший Лёд
appliedenergistics2:facade:0, Кабельный фасад - Пепельный Блок
appliedenergistics2:facade:0, Кабельный фасад - Грязь
appliedenergistics2:facade:0, Кабельный фасад - Плоть
appliedenergistics2:facade:0, Кабельный фасад - Небесный Кристалл
appliedenergistics2:facade:0, Кабельный фасад - Руда Эссенции Биома
appliedenergistics2:facade:0, Кабельный фасад - Аметистовая Руда из Края
appliedenergistics2:facade:0, Кабельный фасад - Блок Аметиста
appliedenergistics2:facade:0, Кабельный фасад - Блок Улья
appliedenergistics2:facade:0, Кабельный фасад - Медовый Блок
appliedenergistics2:facade:0, Кабельный фасад - Бамбуковая Солома
appliedenergistics2:facade:0, Кабельный фасад - Кирпичи из Грязи
appliedenergistics2:facade:0, Кабельный фасад - Доски из Священного Дуба
appliedenergistics2:facade:0, Кабельный фасад - Медная руда
appliedenergistics2:facade:0, Кабельный фасад - Оловянная руда
